구분,2019_오디오북,2021_오디오북,2023_오디오북,2019_전자책,2021_전자책,2023_전자책,2019_종이책,2021_종이책,2023_종이책
구입량(구입자 기준),6.2,4.9,7.7,8.3,7.2,7.7,6.7,5.6,3.7
